Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	ShiftX(mm)	ShiftY(mm)	ShiftZ(mm)	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(ʯt)	Magnetic field Y(ʯt)	Magnetic field Z(ʯt)	Temperature(℃)	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
 18:06:41.629	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.300	-0.827	-0.001	-0.559	-0.427	0.244	-0.122							-1.5	67.132	132.83	100.300	22.100	38.873	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:41.644	f9:a2:89:42:44:2c	2015-01-01 02:11:44.505	0.747	-0.657	-0.042	0.061	0	0.061							0	-0.005	-101.475	-43.500	20.500	0.073	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.689	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.745	-0.827	0	-0.56	-0.366	0.183	0							-1.5	67.132	132.83	100.300	22.100	38.873	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:41.704	f9:a2:89:42:44:2c	2015-01-01 02:11:44.860	0.747	-0.656	-0.041	0.061	0	0							0	-0.005	-101.475	-43.500	20.500	0.073	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.734	f9:a2:89:42:44:2c	2015-01-01 02:11:44.860	0.747	-0.656	-0.041	0.061	0	0.061							0	-0.005	-101.475	-43.500	20.500	0.073	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.749	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.745	-0.827	0	-0.559	-0.427	0.183	-0.061							-1.5	67.132	132.83	100.300	22.100	38.873	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:41.764	f9:a2:89:42:44:2c	2015-01-01 02:11:44.860	0.747	-0.657	-0.04	0.061	0	0.061							0.005	-0.005	-101.475	-43.500	20.500	0.073	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.809	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.745	-0.827	0	-0.561	-0.427	0.183	-0.061							-1.5	67.132	132.83	100.300	22.100	38.873	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:41.839	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.745	-0.828	0	-0.56	-0.427	0.183	0							-1.5	67.126	132.83	100.300	22.100	38.873	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:41.854	f9:a2:89:42:44:2c	2015-01-01 02:11:44.860	0.747	-0.657	-0.04	0	0	0.061							0.005	-0.005	-101.475	-43.500	20.500	0.073	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.871	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.745	-0.828	0	-0.559	-0.366	0.183	0							-1.494	67.126	132.83	99.700	22.300	37.700	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:41.885	f9:a2:89:42:44:2c	2015-01-01 02:11:44.860	0.747	-0.656	-0.042	0.061	0	0.061							0.005	-0.005	-101.475	-43.500	20.500	0.073	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.946	f9:a2:89:42:44:2c	2015-01-01 02:11:44.860	0.747	-0.655	-0.042	0.061	0	0							0.005	-0.005	-101.475	-41.300	19.800	-1.853	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.959	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.745	-0.827	0	-0.559	-0.427	0.244	-0.061							-1.5	67.126	132.83	99.700	22.300	37.700	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:41.975	f9:a2:89:42:44:2c	2015-01-01 02:11:44.860	0.747	-0.656	-0.041	0.061	0	0							0	-0.005	-101.475	-41.300	19.800	-1.853	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:41.990	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:48.745	-0.827	0	-0.559	-0.427	0.183	-0.061							-1.5	67.132	132.83	99.700	22.300	37.700	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:42.050	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.105	-0.827	0	-0.56	-0.366	0.244	0							-1.5	67.132	132.83	99.700	22.300	37.700	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:42.064	f9:a2:89:42:44:2c	2015-01-01 02:11:45.220	0.746	-0.658	-0.04	0.061	0	0							0	-0.005	-101.475	-41.300	19.800	-1.853	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.078	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.105	-0.827	-0.001	-0.56	-0.427	0.183	-0.061							-1.5	67.126	132.83	99.700	22.300	37.700	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:42.094	f9:a2:89:42:44:2c	2015-01-01 02:11:45.220	0.747	-0.657	-0.04	0.061	0	0							0	-0.005	-101.475	-41.300	19.800	-1.853	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.124	f9:a2:89:42:44:2c	2015-01-01 02:11:45.220	0.747	-0.657	-0.041	0.061	0	0.061							0.005	-0.005	-101.475	-41.300	19.800	-1.853	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.169	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.105	-0.828	0	-0.56	-0.427	0.244	0							-1.494	67.126	132.83	99.700	22.300	37.700	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:42.185	f9:a2:89:42:44:2c	2015-01-01 02:11:45.220	0.747	-0.656	-0.042	0	0	0							0.005	-0.005	-101.475	-41.300	19.800	-1.853	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.201	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.105	-0.828	0	-0.559	-0.366	0.183	-0.122							-1.494	67.126	132.83	99.700	22.300	37.700	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:42.229	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.105	-0.827	0	-0.559	-0.427	0.183	-0.061							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:42.274	f9:a2:89:42:44:2c	2015-01-01 02:11:45.220	0.747	-0.657	-0.041	0.061	0	0							0	-0.005	-101.475	-41.700	20.000	3.773	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.290	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.105	-0.827	0	-0.56	-0.427	0.183	0							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35361	-0.80933	0.18805	
 18:06:42.304	f9:a2:89:42:44:2c	2015-01-01 02:11:45.220	0.747	-0.657	-0.04	0.061	0	0.061							0	-0.005	-101.475	-41.700	20.000	3.773	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.334	f9:a2:89:42:44:2c	2015-01-01 02:11:45.220	0.747	-0.657	-0.041	0	0	0.061							0	-0.005	-101.475	-41.700	20.000	3.773	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.350	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.105	-0.827	0	-0.56	-0.427	0.244	0							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.394	f9:a2:89:42:44:2c	2015-01-01 02:11:45.545	0.747	-0.657	-0.041	0	0	0							0	-0.005	-101.475	-41.700	20.000	3.773	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.409	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.827	0	-0.559	-0.366	0.122	-0.061							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.439	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.827	0	-0.559	-0.427	0.183	-0.061							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.454	f9:a2:89:42:44:2c	2015-01-01 02:11:45.545	0.747	-0.657	-0.041	0.061	0	0							0	-0.005	-101.475	-41.700	20.000	3.773	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.469	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.827	0	-0.559	-0.488	0.183	0							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.514	f9:a2:89:42:44:2c	2015-01-01 02:11:45.545	0.747	-0.657	-0.041	0.061	0	0							0	-0.005	-101.475	-41.700	20.000	3.773	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.545	f9:a2:89:42:44:2c	2015-01-01 02:11:45.545	0.747	-0.657	-0.041	0.061	0	0							0	-0.005	-101.475	-41.700	20.000	3.773	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.560	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.827	0	-0.56	-0.427	0.183	0							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.575	f9:a2:89:42:44:2c	2015-01-01 02:11:45.545	0.747	-0.657	-0.041	0.061	0	0							0	-0.005	-101.475	-43.300	20.700	0.673	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.589	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.826	0	-0.559	-0.427	0.183	-0.061							-1.5	67.126	132.83	102.300	20.200	40.307	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.665	f9:a2:89:42:44:2c	2015-01-01 02:11:45.545	0.763	-0.656	-0.042	0	0	0.061							0	-0.005	-101.475	-43.300	20.700	0.673	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.680	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.872	0	-0.559	-0.427	0.244	-0.061							-1.5	67.126	132.83	100.800	21.200	39.207	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.680	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.947	0.036	-0.51	-2.136	-56.213	-0.854							-1.516	68.681	132.869	100.800	21.200	39.207	24.62	-0.4295	-0.35358	-0.80933	0.18805	
 18:06:42.696	f9:a2:89:42:44:2c	2015-01-01 02:11:45.545	0.751	-0.665	-0.04	4.822	4.7	-0.244							0.198	-0.011	-101.618	-43.300	20.700	0.673	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.755	f9:a2:89:42:44:2c	2015-01-01 02:11:45.905	0.75	-0.675	-0.049	7.08	6.653	0.183							0.791	-0.005	-102.047	-43.300	20.700	0.673	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.769	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.460	-0.974	0.009	-0.47	-3.174	-78.552	-1.038							-1.604	72.131	132.913	100.800	21.200	39.207	24.62	-0.4447	-0.34961	-0.80139	0.19412	
 18:06:42.814	f9:a2:89:42:44:2c	2015-01-01 02:11:45.905	0.755	-0.676	-0.041	10.01	10.071	0.427							1.708	0	-102.717	-43.300	20.700	0.673	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.829	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.850	-0.974	0	-0.433	-2.991	-96.375	-1.648							-1.642	76.569	133.033	100.800	21.200	39.207	24.62	-0.4447	-0.34961	-0.80139	0.19412	
 18:06:42.829	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.850	-1.01	0.001	-0.374	-3.723	-104.553	-1.465							-1.664	81.661	133.182	100.800	21.200	39.207	24.62	-0.4447	-0.34961	-0.80139	0.19412	
 18:06:42.875	f9:a2:89:42:44:2c	2015-01-01 02:11:45.905	0.762	-0.67	-0.024	12.573	13.184	0.793							2.944	0.022	-103.618	-43.300	20.700	0.673	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.905	f9:a2:89:42:44:2c	2015-01-01 02:11:45.905	0.755	-0.668	-0.01	15.076	16.052	1.038							4.46	0.066	-104.722	-43.300	20.700	0.673	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.919	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.850	-1.008	-0.001	-0.288	-3.906	-109.253	-1.404							-1.681	87.012	133.347	100.800	21.200	39.207	24.62	-0.4447	-0.34961	-0.80139	0.19412	
 18:06:42.935	f9:a2:89:42:44:2c	2015-01-01 02:11:45.905	0.755	-0.667	0.014	17.517	18.616	1.16							6.251	0.143	-106.024	-38.500	23.300	0.527	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:42.980	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.850	-1.031	0.004	-0.203	-4.15	-110.84	-1.221							-1.642	92.532	133.572	100.800	21.200	39.207	24.62	-0.4447	-0.34961	-0.80139	0.19412	
 18:06:42.994	f9:a2:89:42:44:2c	2015-01-01 02:11:45.905	0.75	-0.668	0.037	19.714	20.874	1.282							8.273	0.264	-107.49	-38.500	23.300	0.527	24.35	0.16269	-0.63852	0.33591	-0.67297	
 18:06:43.010	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.850	-1.02	0.001	-0.102	-3.967	-110.168	-1.343							-0.989	98.015	134.401	100.000	-6.500	29.527	24.62	-0.4447	-0.34961	-0.80139	0.19412	
 18:06:43.040	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.850	-1.018	0	-0.011	-4.028	-111.267	-1.343							176.133	98.844	-48.29	100.000	-6.500	29.527	24.62	-0.4447	-0.34961	-0.80139	0.19412	
 18:06:43.055	f9:a2:89:42:44:2c	2015-01-01 02:11:45.905	0.747	-0.665	0.062	22.278	23.56	1.465							10.552	0.445	-109.144	-38.500	23.300	0.527	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.100	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:49.850	-0.976	-0.001	0.087	-4.089	-112.305	-1.404							177.155	93.257	-47.082	100.000	-6.500	29.527	24.62	-0.69147	-0.25601	-0.6084	0.29337	
 18:06:43.114	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.736	-0.667	0.09	25.024	26.428	1.587							13.096	0.698	-110.973	-38.500	23.300	0.527	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.144	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.74	-0.659	0.127	27.466	28.992	1.648							15.897	1.044	-112.989	-38.500	23.300	0.527	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.159	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.976	-0.002	0.172	-3.967	-111.572	-1.343							177.264	87.621	-46.791	100.000	-6.500	29.527	24.62	-0.69147	-0.25601	-0.6084	0.29337	
 18:06:43.175	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.729	-0.662	0.151	30.762	32.593	2.014							18.94	1.505	-115.159	-38.500	23.300	0.527	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.219	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.934	-0.003	0.28	-4.15	-114.197	-1.343							177.248	81.991	-46.615	100.000	-6.500	29.527	24.62	-0.69147	-0.25601	-0.6084	0.29337	
 18:06:43.249	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.877	-0.007	0.366	-4.333	-117.676	-1.587							177.188	76.152	-46.472	100.000	-6.500	29.527	24.62	-0.69147	-0.25601	-0.6084	0.29337	
 18:06:43.264	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.715	-0.656	0.19	34.79	36.865	2.319							22.33	2.12	-117.554	-38.500	23.300	0.527	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.279	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.812	-0.01	0.453	-4.089	-117.371	-1.343							177.105	70.247	-46.351	100.000	-6.500	29.527	24.62	-0.69147	-0.25601	-0.6084	0.29337	
 18:06:43.325	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.7	-0.646	0.24	37.72	39.978	2.441							25.983	2.911	-120.103	-38.500	23.300	0.527	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.355	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.691	-0.633	0.289	39.978	42.419	2.686							29.795	3.878	-122.717	-29.900	30.300	-4.853	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.370	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.765	-0.015	0.538	-4.028	-114.929	-1.221							177.023	64.396	-46.225	88.300	-33.300	17.827	24.62	-0.69147	-0.25601	-0.6084	0.29337	
 18:06:43.385	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.674	-0.626	0.329	43.64	46.204	2.869							33.734	5.054	-125.365	-29.900	30.300	-4.853	24.35	0.17422	-0.60504	0.31866	-0.70847	
 18:06:43.400	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.702	-0.02	0.625	-3.906	-116.821	-1.099							176.94	58.568	-46.093	88.300	-33.300	17.827	24.62	-0.69147	-0.25601	-0.6084	0.29337	
 18:06:43.475	f9:a2:89:42:44:2c	2015-01-01 02:11:46.260	0.652	-0.616	0.376	47.058	49.988	3.052							37.831	6.471	-128.051	-29.900	30.300	-4.853	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.504	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.626	-0.599	0.427	50.354	53.772	3.235							42.017	8.141	-130.71	-29.900	30.300	-4.853	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.520	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.627	-0.021	0.701	-4.028	-118.652	-1.099							176.847	52.663	-45.961	88.300	-33.300	17.827	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.520	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.205	-0.546	-0.02	0.774	-4.517	-120.972	-1.404							176.743	46.664	-45.824	88.300	-33.300	17.827	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.535	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.581	-0.578	0.481	52.002	55.481	3.418							46.165	10.031	-133.242	-29.900	30.300	-4.853	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.579	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	-0.434	-0.021	0.835	-4.578	-121.094	-1.465							176.622	40.644	-45.681	88.300	-33.300	17.827	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.594	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.541	-0.538	0.557	52.979	56.702	3.479							50.229	12.123	-135.604	-29.900	30.300	-4.853	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.610	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	-0.326	-0.028	0.865	-4.822	-122.375	-1.709							176.473	34.552	-45.544	88.300	-33.300	17.827	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.639	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	-0.216	-0.028	0.899	-4.395	-122.803	-1.343							176.336	28.427	-45.385	88.300	-33.300	17.827	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.684	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.495	-0.506	0.622	52.246	55.603	3.296							54.075	14.337	-137.719	-29.900	30.300	-4.853	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.700	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	-0.131	-0.037	0.914	-4.272	-123.657	-1.404							176.188	22.236	-45.209	88.300	-33.300	17.827	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.715	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.461	-0.464	0.693	49.683	52.917	3.418							57.64	16.6	-139.554	-29.900	30.300	-4.853	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.744	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.429	-0.437	0.742	46.021	49.133	3.296							60.837	18.814	-141.092	-7.500	35.600	-3.947	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.760	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	-0.037	-0.042	0.94	-4.395	-127.014	-1.587							176.017	15.947	-45.016	53.800	-57.800	3.560	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.804	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.39	-0.417	0.781	41.26	44.067	2.563							63.622	20.885	-142.339	-7.500	35.600	-3.947	24.35	0.20914	-0.48108	0.25528	-0.8121	
 18:06:43.820	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	0.103	-0.04	0.957	-4.639	-132.385	-1.465							175.814	9.47	-44.808	53.800	-57.800	3.560	24.62	-0.86453	-0.12418	-0.32642	0.36121	
 18:06:43.850	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	0.231	-0.041	0.928	-4.883	-135.254	-1.343							175.578	2.78	-44.566	53.800	-57.800	3.560	24.62	-0.92249	0.04602	0.04779	0.38016	
 18:06:43.865	f9:a2:89:42:44:2c	2015-01-01 02:11:46.650	0.367	-0.381	0.835	33.203	35.645	1.953							65.912	22.681	-143.295	-7.500	35.600	-3.947	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:43.880	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.565	0.345	-0.048	0.89	-4.822	-135.803	-1.343							175.303	-3.972	-44.28	53.800	-57.800	3.560	24.62	-0.92249	0.04602	0.04779	0.38016	
 18:06:43.924	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.343	-0.351	0.872	23.438	25.208	1.465							67.588	24.06	-143.959	-7.500	35.600	-3.947	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:43.954	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.34	-0.331	0.903	12.573	13.428	0.977							68.648	24.955	-144.355	-7.500	35.600	-3.947	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:43.969	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.980	0.435	-0.058	0.845	-4.7	-135.498	-1.831							174.974	-10.805	-43.945	53.800	-57.800	3.560	24.62	-0.92249	0.04602	0.04779	0.38016	
 18:06:43.985	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.353	-0.342	0.899	2.686	2.869	0.244							69.088	25.34	-144.514	-7.500	35.600	-3.947	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:44.029	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.980	0.544	-0.057	0.811	-4.761	-135.62	-1.77							174.589	-17.6	-43.555	53.800	-57.800	3.560	24.62	-0.92249	0.04602	0.04779	0.38016	
 18:06:44.061	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.980	0.629	-0.06	0.751	-4.639	-129.211	-1.709							174.133	-24.175	-43.094	53.800	-57.800	3.560	24.62	-0.92249	0.04602	0.04779	0.38016	
 18:06:44.074	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.365	-0.341	0.894	-6.409	-5.798	-0.244							68.994	25.269	-144.492	-7.500	35.600	-3.947	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:44.091	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.980	0.73	-0.062	0.684	-4.517	-126.16	-1.465							173.584	-30.504	-42.539	53.800	-57.800	3.560	24.62	-0.92249	0.04602	0.04779	0.38016	
 18:06:44.134	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.385	-0.356	0.873	-12.634	-13.489	-0.916							68.445	24.807	-144.3	-7.500	35.600	-3.947	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:44.164	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.403	-0.372	0.849	-18.433	-19.775	-1.038							67.516	24.027	-143.959	-3.600	35.400	-5.933	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:44.181	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.980	0.796	-0.062	0.593	-4.517	-122.742	-1.465							172.892	-36.705	-41.847	22.000	-52.200	5.460	24.62	-0.92249	0.04602	0.04779	0.38016	
 18:06:44.195	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.416	-0.396	0.818	-22.339	-23.926	-1.77							66.27	23.005	-143.476	-3.600	35.400	-5.933	24.35	0.24564	-0.28943	0.15738	-0.91159	
 18:06:44.209	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.980	0.821	-0.063	0.507	-4.089	-119.324	-1.282							171.991	-42.764	-40.946	22.000	-52.200	5.460	24.62	-0.82455	0.20538	0.40689	0.33508	
 18:06:44.239	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:50.980	0.855	-0.06	0.443	-4.456	-122.314	-1.465							170.744	-48.807	-39.694	22.000	-52.200	5.460	24.62	-0.82455	0.20538	0.40689	0.33508	
 18:06:44.285	f9:a2:89:42:44:2c	2015-01-01 02:11:47.065	0.434	-0.402	0.808	-27.588	-29.541	-1.77							64.726	21.769	-142.85	-3.600	35.400	-5.933	24.35	0.24551	-0.28867	0.15735	-0.9119	
 18:06:44.299	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.340	0.914	-0.064	0.354	-4.333	-123.718	-1.465							168.871	-54.882	-37.82	22.000	-52.200	5.460	24.62	-0.82455	0.20538	0.40689	0.33508	
 18:06:44.314	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.467	-0.421	0.788	-31.616	-33.813	-2.075							62.875	20.352	-142.059	-3.600	35.400	-5.933	24.35	0.24551	-0.28867	0.15735	-0.9119	
 18:06:44.344	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.499	-0.446	0.747	-34.79	-37.415	-2.014							60.749	18.787	-141.097	-3.600	35.400	-5.933	24.35	0.24551	-0.28867	0.15735	-0.9119	
 18:06:44.389	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.340	0.946	-0.06	0.245	-4.578	-123.413	-1.465							165.729	-60.952	-34.673	22.000	-52.200	5.460	24.62	-0.82455	0.20538	0.40689	0.33508	
 18:06:44.404	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.529	-0.468	0.709	-36.255	-38.879	-2.258							58.425	17.166	-139.988	-3.600	35.400	-5.933	24.35	0.24551	-0.28867	0.15735	-0.9119	
 18:06:44.421	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.340	0.973	-0.063	0.133	-4.517	-120.483	-1.465							159.604	-66.802	-28.553	22.000	-52.200	5.460	24.62	-0.82455	0.20538	0.40689	0.33508	
 18:06:44.449	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.340	0.963	-0.051	0.018	-4.15	-117.493	-1.221							143.245	-72.18	-12.189	22.000	-52.200	5.460	24.62	-0.82455	0.20538	0.40689	0.33508	
 18:06:44.465	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.551	-0.5	0.662	-36.865	-39.49	-2.502							55.92	15.518	-138.724	-3.600	35.400	-5.933	24.35	0.24551	-0.28867	0.15735	-0.9119	
