Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	ShiftX(mm)	ShiftY(mm)	ShiftZ(mm)	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(ʯt)	Magnetic field Y(ʯt)	Magnetic field Z(ʯt)	Temperature(℃)	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
 18:06:47.345	f9:a2:89:42:44:2c	2015-01-01 02:11:50.165	0.489	-0.443	0.752	-31.494	-33.63	-1.953							61.507	19.748	-140.367	-7.200	34.800	-3.580	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.375	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.521	-0.465	0.719	-34.302	-36.499	-2.258							59.348	18.215	-139.312	-7.200	34.800	-3.580	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.390	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.200	0.974	-0.064	0.171	-4.211	-117.859	-1.404							165.438	-62.122	-34.31	12.900	-36.100	7.427	24.62	0.86276	-0.16663	-0.32388	-0.35056	
 18:06:47.404	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.533	-0.489	0.676	-35.95	-38.452	-2.258							56.964	16.606	-138.109	-7.200	34.800	-3.580	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.451	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.200	0.937	-0.063	0.066	-4.272	-116.455	-1.404							158.67	-67.841	-27.581	12.900	-36.100	7.427	24.62	0.7027	-0.28271	-0.5881	-0.28336	
 18:06:47.480	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.525	0.945	-0.066	-0.016	-3.967	-120.544	-1.404							138.422	-73.12	-7.366	12.900	-36.100	7.427	24.62	0.7027	-0.28271	-0.5881	-0.28336	
 18:06:47.494	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.557	-0.494	0.655	-38.757	-41.077	-2.502							54.366	14.958	-136.719	-7.200	34.800	-3.580	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.510	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.525	0.944	-0.063	-0.127	-4.517	-122.864	-1.404							61.831	-74.784	69.192	12.900	-36.100	7.427	24.62	0.7027	-0.28271	-0.5881	-0.28336	
 18:06:47.525	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.586	-0.521	0.612	-40.894	-43.701	-2.625							51.476	13.255	-135.121	-7.200	34.800	-3.580	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.599	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.525	0.907	-0.062	-0.24	-4.578	-122.437	-1.465							22.258	-70.098	108.732	12.900	-36.100	7.427	24.62	0.7027	-0.28271	-0.5881	-0.28336	
 18:06:47.614	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.605	-0.544	0.56	-41.687	-44.678	-2.625							48.373	11.58	-133.319	-7.200	34.800	-3.580	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.629	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.525	0.884	-0.057	-0.337	-4.395	-122.62	-1.404							12.145	-64.308	118.823	12.900	-36.100	7.427	24.62	0.7027	-0.28271	-0.5881	-0.28336	
 18:06:47.644	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.637	-0.562	0.521	-41.992	-45.105	-2.625							45.115	9.97	-131.364	-22.900	34.000	-4.667	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.690	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.525	0.835	-0.058	-0.451	-4.395	-122.925	-1.465							7.828	-58.288	123.118	12.900	-36.100	7.427	24.62	0.7027	-0.28271	-0.5881	-0.28336	
 18:06:47.705	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.663	-0.587	0.462	-42.175	-45.105	-2.747							41.666	8.438	-129.199	-22.900	34.000	-4.667	24.35	0.25037	-0.31931	0.17212	-0.89758	
 18:06:47.721	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.525	0.787	-0.056	-0.557	-4.395	-123.718	-1.465							5.444	-52.136	125.497	16.300	-2.100	16.180	24.62	0.7027	-0.28271	-0.5881	-0.28336	
 18:06:47.734	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.684	-0.606	0.405	-42.053	-44.861	-2.747							38.04	6.998	-126.876	-22.900	34.000	-4.667	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:47.764	f9:a2:89:42:44:2c	2015-01-01 02:11:50.520	0.69	-0.622	0.351	-40.894	-43.518	-2.563							34.299	5.702	-124.398	-22.900	34.000	-4.667	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:47.809	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.525	0.692	-0.049	-0.646	-4.272	-122.253	-1.465							3.939	-45.967	126.985	16.300	-2.100	16.180	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:47.825	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.697	-0.625	0.314	-39.795	-42.297	-2.502							30.547	4.554	-121.86	-22.900	34.000	-4.667	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:47.839	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.885	0.616	-0.045	-0.713	-4.272	-122.62	-1.465							2.911	-39.842	128.018	16.300	-2.100	16.180	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:47.871	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.885	0.547	-0.042	-0.784	-4.456	-123.596	-1.282							2.153	-33.701	128.771	16.300	-2.100	16.180	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:47.915	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.716	-0.633	0.271	-38.757	-41.565	-2.502							26.763	3.571	-119.24	-22.900	34.000	-4.667	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:47.930	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.885	0.45	-0.037	-0.858	-4.517	-123.291	-1.221							1.56	-27.532	129.359	16.300	-2.100	16.180	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:47.974	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.729	-0.647	0.215	-36.926	-39.429	-2.258							23.011	2.73	-116.614	-22.900	34.000	-4.667	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:47.974	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.747	-0.656	0.17	-34.302	-36.804	-2.136							19.396	2.06	-114.038	-22.900	34.000	-4.667	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:47.991	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.885	0.357	-0.036	-0.919	-4.456	-122.375	-1.404							1.093	-21.418	129.825	16.300	-2.100	16.180	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:48.034	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.755	-0.666	0.12	-31.616	-33.63	-1.953							15.941	1.527	-111.566	-22.900	34.000	-4.667	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:48.050	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.885	0.262	-0.035	-0.974	-4.333	-122.437	-1.587							0.703	-15.266	130.21	16.300	-2.100	16.180	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:48.079	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.885	0.143	-0.032	-1.015	-4.395	-123.352	-1.526							0.374	-9.047	130.54	42.000	32.700	25.080	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:48.095	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.75	-0.67	0.077	-28.931	-30.945	-1.831							12.673	1.121	-109.21	-40.700	22.800	-0.387	24.35	0.22186	-0.4758	0.24899	-0.81381	
 18:06:48.110	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.885	0.026	-0.024	-1.024	-4.395	-122.559	-1.465							0.093	-2.862	130.825	42.000	32.700	25.080	24.62	0.42453	-0.37558	-0.80679	-0.16632	
 18:06:48.184	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.75	-0.667	0.049	-25.696	-27.344	-1.587							9.717	0.835	-107.067	-40.700	22.800	-0.387	24.35	0.18567	-0.60855	0.31387	-0.70465	
 18:06:48.184	f9:a2:89:42:44:2c	2015-01-01 02:11:50.940	0.753	-0.665	0.024	-22.827	-24.292	-1.404							7.075	0.643	-105.139	-40.700	22.800	-0.387	24.35	0.18567	-0.60855	0.31387	-0.70465	
 18:06:48.200	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.077	-0.021	-1.033	-4.395	-124.634	-1.404							-0.154	3.34	131.072	42.000	32.700	25.080	24.62	0.08743	-0.41205	-0.90652	-0.02551	
 18:06:48.215	f9:a2:89:42:44:2c	2015-01-01 02:11:51.325	0.762	-0.664	-0.001	-19.714	-21.118	-1.16							4.763	0.522	-103.453	-40.700	22.800	-0.387	24.35	0.18567	-0.60855	0.31387	-0.70465	
 18:06:48.229	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.16	-0.017	-1.044	-4.517	-126.16	-1.343							-0.374	9.619	131.292	42.000	32.700	25.080	24.62	0.08743	-0.41205	-0.90652	-0.02551	
 18:06:48.289	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.271	-0.016	-1.051	-4.395	-123.413	-1.343							-0.571	15.864	131.479	42.000	32.700	25.080	24.62	0.08743	-0.41205	-0.90652	-0.02551	
 18:06:48.304	f9:a2:89:42:44:2c	2015-01-01 02:11:51.325	0.76	-0.672	-0.032	-15.747	-16.846	-0.916							2.829	0.461	-102.041	-40.700	22.800	-0.387	24.35	0.18567	-0.60855	0.31387	-0.70465	
 18:06:48.319	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.381	-0.012	-1.022	-4.333	-121.46	-1.343							-0.747	22.006	131.655	42.000	32.700	25.080	24.62	0.08743	-0.41205	-0.90652	-0.02551	
 18:06:48.333	f9:a2:89:42:44:2c	2015-01-01 02:11:51.325	0.759	-0.671	-0.047	-12.024	-12.878	-0.732							1.318	0.428	-100.937	-40.700	22.800	-0.387	24.35	0.18567	-0.60855	0.31387	-0.70465	
 18:06:48.395	f9:a2:89:42:44:2c	2015-01-01 02:11:51.325	0.763	-0.67	-0.06	-8.545	-9.277	-0.549							0.198	0.417	-100.113	-40.700	22.800	-0.387	24.35	0.18567	-0.60855	0.31387	-0.70465	
 18:06:48.410	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.454	-0.01	-0.983	-4.333	-121.704	-1.404							-0.901	28.081	131.803	42.000	32.700	25.080	24.62	0.08743	-0.41205	-0.90652	-0.02551	
 18:06:48.425	f9:a2:89:42:44:2c	2015-01-01 02:11:51.325	0.758	-0.672	-0.071	-5.127	-5.615	-0.305							-0.566	0.412	-99.553	-42.700	19.700	1.813	24.35	0.18567	-0.60855	0.31387	-0.70465	
 18:06:48.441	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.564	-0.006	-0.956	-4.333	-119.934	-1.526							-1.049	34.2	131.951	85.600	37.700	33.787	24.62	0.08743	-0.41205	-0.90652	-0.02551	
 18:06:48.471	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.662	-0.003	-0.889	-4.211	-117.798	-1.404							-1.187	40.193	132.083	85.600	37.700	33.787	24.62	0.08743	-0.41205	-0.90652	-0.02551	
 18:06:48.514	f9:a2:89:42:44:2c	2015-01-01 02:11:51.325	0.755	-0.668	-0.073	-2.075	-2.319	-0.122							-0.972	0.412	-99.256	-42.700	19.700	1.813	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.529	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.240	-0.763	-0.002	-0.824	-4.272	-119.507	-1.282							-1.313	46.181	132.209	85.600	37.700	33.787	24.62	-0.26465	-0.38837	-0.87445	0.11981	
 18:06:48.545	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.762	-0.665	-0.072	0.549	0.366	0.122							-1.06	0.406	-99.19	-42.700	19.700	1.813	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.574	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.757	-0.666	-0.072	3.418	3.479	0.122							-0.851	0.396	-99.338	-42.700	19.700	1.813	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.619	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.600	-0.789	-0.001	-0.745	-4.395	-122.437	-1.404							-1.445	52.224	132.319	85.600	37.700	33.787	24.62	-0.26465	-0.38837	-0.87445	0.11981	
 18:06:48.634	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.756	-0.668	-0.065	6.226	6.47	0.305							-0.33	0.385	-99.717	-42.700	19.700	1.813	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.649	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.600	-0.849	0	-0.691	-4.272	-119.507	-1.465							-1.571	58.288	132.429	85.600	37.700	33.787	24.62	-0.26465	-0.38837	-0.87445	0.11981	
 18:06:48.679	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.600	-0.896	0	-0.603	-4.211	-117.188	-1.404							-1.697	64.199	132.523	85.600	37.700	33.787	24.62	-0.26465	-0.38837	-0.87445	0.11981	
 18:06:48.696	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.755	-0.666	-0.054	8.606	8.972	0.488							0.472	0.379	-100.3	-42.700	19.700	1.813	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.741	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.600	-0.94	0.001	-0.516	-4.15	-115.234	-1.282							-1.818	70.054	132.605	85.600	37.700	33.787	24.62	-0.26465	-0.38837	-0.87445	0.11981	
 18:06:48.755	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.754	-0.665	-0.041	10.864	11.353	0.671							1.533	0.385	-101.074	-42.700	19.700	1.813	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.785	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.753	-0.665	-0.026	13.306	14.038	0.793							2.851	0.401	-102.036	-42.200	21.200	0.433	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.800	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.600	-0.969	0.001	-0.424	-4.15	-116.15	-1.404							-1.945	75.899	132.682	102.700	7.500	35.600	24.62	-0.26465	-0.38837	-0.87445	0.11981	
 18:06:48.815	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.755	-0.664	-0.006	15.503	16.296	0.977							4.427	0.445	-103.178	-42.200	21.200	0.433	24.35	0.17258	-0.64566	0.3316	-0.6658	
 18:06:48.860	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.600	-1.012	0.002	-0.327	-4.089	-114.136	-1.465							-2.06	81.716	132.764	102.700	7.500	35.600	24.62	-0.54135	-0.32111	-0.74142	0.23239	
 18:06:48.889	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.925	-1.02	0.003	-0.22	-4.15	-115.784	-1.465							-2.637	87.435	132.435	102.700	7.500	35.600	24.62	-0.54135	-0.32111	-0.74142	0.23239	
 18:06:48.904	f9:a2:89:42:44:2c	2015-01-01 02:11:51.685	0.752	-0.667	0.01	18.066	19.043	1.16							6.251	0.522	-104.502	-42.200	21.200	0.433	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:48.920	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.925	-1.016	0.002	-0.118	-4.211	-116.455	-1.465							-3.477	93.301	131.83	102.700	7.500	35.600	24.62	-0.54135	-0.32111	-0.74142	0.23239	
 18:06:48.935	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.747	-0.667	0.033	20.691	21.851	1.282							8.355	0.648	-106.029	-42.200	21.200	0.433	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:48.996	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.75	-0.666	0.061	23.193	24.475	1.404							10.717	0.835	-107.732	-42.200	21.200	0.433	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:49.009	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.925	-1.02	0	-0.02	-4.15	-116.089	-1.221							-8.855	99.185	126.694	102.700	7.500	35.600	24.62	-0.54135	-0.32111	-0.74142	0.23239	
 18:06:49.024	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.747	-0.666	0.086	25.513	26.917	1.648							13.31	1.099	-109.6	-42.200	21.200	0.433	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:49.039	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.925	-1.012	-0.003	0.089	-4.089	-114.563	-1.16							-178.506	97.388	-42.726	102.700	7.500	35.600	24.62	-0.54135	-0.32111	-0.74142	0.23239	
 18:06:49.100	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.925	-0.994	-0.002	0.194	-4.089	-112.976	-1.282							179.28	91.686	-44.709	102.700	7.500	35.600	24.62	-0.54135	-0.32111	-0.74142	0.23239	
 18:06:49.114	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.746	-0.667	0.114	27.71	29.48	1.892							16.1	1.461	-111.588	-42.200	21.200	0.433	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:49.129	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.925	-0.935	-0.007	0.292	-4.15	-114.258	-1.343							178.561	86.012	-45.253	95.800	-20.800	25.273	24.62	-0.54135	-0.32111	-0.74142	0.23239	
 18:06:49.175	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.731	-0.665	0.145	30.762	32.776	1.953							19.111	1.934	-113.725	-42.200	21.200	0.433	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:49.175	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.72	-0.658	0.19	33.508	35.522	2.136							22.357	2.554	-115.999	-42.200	21.200	0.433	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:49.219	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:55.925	-0.888	-0.007	0.374	-4.211	-112.976	-1.465							178.187	80.31	-45.445	95.800	-20.800	25.273	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.234	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.707	-0.65	0.231	35.583	37.964	2.258							25.768	3.312	-118.361	-31.400	27.300	-3.487	24.35	0.18106	-0.62186	0.31955	-0.69159	
 18:06:49.249	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.285	-0.828	-0.009	0.461	-4.15	-111.145	-1.648							177.935	74.696	-45.522	95.800	-20.800	25.273	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.279	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.285	-0.785	-0.011	0.54	-3.967	-108.765	-1.465							177.737	69.186	-45.538	95.800	-20.800	25.273	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.324	f9:a2:89:42:44:2c	2015-01-01 02:11:52.040	0.698	-0.639	0.281	37.598	39.917	2.441							29.301	4.241	-120.751	-31.400	27.300	-3.487	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.339	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.285	-0.707	-0.012	0.625	-4.028	-109.863	-1.282							177.578	63.721	-45.511	95.800	-20.800	25.273	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.355	f9:a2:89:42:44:2c	2015-01-01 02:11:52.460	0.674	-0.633	0.319	40.588	43.091	2.686							32.937	5.323	-123.179	-31.400	27.300	-3.487	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.384	f9:a2:89:42:44:2c	2015-01-01 02:11:52.460	0.655	-0.614	0.375	42.786	45.654	2.869							36.7	6.608	-125.623	-31.400	27.300	-3.487	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.400	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.285	-0.639	-0.014	0.685	-3.906	-109.558	-1.221							177.44	58.211	-45.456	95.800	-20.800	25.273	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.444	f9:a2:89:42:44:2c	2015-01-01 02:11:52.460	0.631	-0.601	0.421	44.983	48.035	2.869							40.485	8.069	-128.024	-31.400	27.300	-3.487	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.460	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.285	-0.554	-0.02	0.752	-3.906	-109.741	-1.282							177.314	52.723	-45.39	95.800	-20.800	25.273	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.489	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.285	-0.477	-0.022	0.805	-4.089	-110.901	-1.221							177.182	47.181	-45.319	79.600	-46.300	10.187	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.520	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.285	-0.377	-0.027	0.852	-4.15	-114.746	-1.343							177.039	41.501	-45.231	79.600	-46.300	10.187	24.62	-0.77283	-0.20877	-0.50528	0.32205	
 18:06:49.535	f9:a2:89:42:44:2c	2015-01-01 02:11:52.460	0.603	-0.578	0.474	47.18	50.11	3.113							44.297	9.734	-130.347	-31.400	27.300	-3.487	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.566	f9:a2:89:42:44:2c	2015-01-01 02:11:52.460	0.563	-0.555	0.528	49.561	52.856	3.296							48.115	11.607	-132.594	-31.400	27.300	-3.487	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.594	f9:a2:89:42:44:2c	2015-01-01 02:11:52.460	0.53	-0.519	0.597	49.866	53.345	3.357							51.861	13.656	-134.676	-16.600	35.100	-3.333	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.610	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	-0.286	-0.031	0.883	-4.211	-116.15	-1.343							176.891	35.689	-45.132	79.600	-46.300	10.187	24.62	-0.89914	-0.07745	-0.21899	0.37079	
 18:06:49.624	f9:a2:89:42:44:2c	2015-01-01 02:11:52.460	0.488	-0.486	0.65	49.5	52.979	3.479							55.421	15.809	-136.56	-16.600	35.100	-3.333	24.35	0.21298	-0.52133	0.27017	-0.78085	
 18:06:49.639	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	-0.187	-0.037	0.913	-4.333	-119.08	-1.404							176.732	29.773	-45.022	79.600	-46.300	10.187	24.62	-0.89914	-0.07745	-0.21899	0.37079	
 18:06:49.700	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	-0.086	-0.039	0.935	-4.395	-123.535	-1.404							176.567	23.659	-44.896	79.600	-46.300	10.187	24.62	-0.89914	-0.07745	-0.21899	0.37079	
 18:06:49.715	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.448	-0.458	0.706	47.852	51.208	3.357							58.76	18.023	-138.192	-16.600	35.100	-3.333	24.35	0.2532	-0.34567	0.18359	-0.88464	
 18:06:49.729	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	0.021	-0.044	0.942	-4.333	-127.93	-1.587							176.375	17.314	-44.742	79.600	-46.300	10.187	24.62	-0.89914	-0.07745	-0.21899	0.37079	
 18:06:49.744	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.418	-0.425	0.763	43.884	46.875	2.991							61.776	20.171	-139.581	-16.600	35.100	-3.333	24.35	0.2532	-0.34567	0.18359	-0.88464	
 18:06:49.804	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.385	-0.403	0.803	37.17	39.734	2.441							64.314	22.11	-140.647	-16.600	35.100	-3.333	24.35	0.2532	-0.34567	0.18359	-0.88464	
 18:06:49.819	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	0.14	-0.043	0.948	-4.456	-129.517	-1.526							176.177	10.882	-44.572	79.600	-46.300	10.187	24.62	-0.89914	-0.07745	-0.21899	0.37079	
 18:06:49.834	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.355	-0.381	0.84	29.175	31.25	1.892							66.324	23.714	-141.443	-16.600	35.100	-3.333	24.35	0.2532	-0.34567	0.18359	-0.88464	
 18:06:49.850	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	0.274	-0.044	0.93	-4.7	-131.897	-1.343							175.952	4.329	-44.368	46.200	-60.500	3.253	24.62	-0.89914	-0.07745	-0.21899	0.37079	
 18:06:49.879	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	0.389	-0.052	0.878	-4.7	-133.789	-1.221							175.693	-2.357	-44.127	46.200	-60.500	3.253	24.62	-0.89914	-0.07745	-0.21899	0.37079	
 18:06:49.924	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.346	-0.353	0.88	19.775	21.24	1.221							67.775	24.922	-141.954	-16.600	35.100	-3.333	24.35	0.2532	-0.34567	0.18359	-0.88464	
 18:06:49.940	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:56.640	0.458	-0.054	0.833	-4.639	-130.92	-1.77							175.397	-9.047	-43.852	46.200	-60.500	3.253	24.62	-0.91287	0.08524	0.14291	0.37262	
 18:06:49.954	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.349	-0.337	0.899	9.033	9.827	0.916							68.621	25.637	-142.234	-2.200	35.900	-4.980	24.35	0.2532	-0.34567	0.18359	-0.88464	
 18:06:50.014	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.354	-0.343	0.89	0.244	0.244	0.061							68.895	25.873	-142.289	-2.200	35.900	-4.980	24.35	0.2532	-0.34567	0.18359	-0.88464	
 18:06:50.029	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:57.000	0.571	-0.052	0.806	-4.7	-131.348	-1.526							175.051	-15.628	-43.528	46.200	-60.500	3.253	24.62	-0.91287	0.08524	0.14291	0.37262	
 18:06:50.046	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.374	-0.354	0.881	-7.69	-7.996	-0.61							68.676	25.692	-142.196	-2.200	35.900	-4.980	24.35	0.26956	-0.25146	0.13684	-0.91937	
 18:06:50.060	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:57.000	0.693	-0.057	0.733	-4.517	-128.723	-1.282							174.644	-22.11	-43.149	46.200	-60.500	3.253	24.62	-0.91287	0.08524	0.14291	0.37262	
 18:06:50.089	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:57.000	0.759	-0.063	0.641	-4.395	-122.986	-1.526							174.161	-28.427	-42.731	46.200	-60.500	3.253	24.62	-0.91287	0.08524	0.14291	0.37262	
 18:06:50.105	f9:a2:89:42:44:2c	2015-01-01 02:11:52.845	0.393	-0.365	0.864	-14.282	-15.137	-0.732							68.033	25.148	-141.91	-2.200	35.900	-4.980	24.35	0.26956	-0.25146	0.13684	-0.91937	
 18:06:50.150	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:57.000	0.781	-0.062	0.567	-4.272	-119.324	-1.343							173.573	-34.519	-42.193	46.200	-60.500	3.253	24.62	-0.91287	0.08524	0.14291	0.37262	
