Time (seconds),Time (steps),Velocity (rad/s)
1.3896000000000037,193,-0.267
1.3968000000000038,194,-0.223
1.404000000000004,195,-0.181
1.411200000000004,196,-0.139
1.418400000000004,197,-0.099
1.4256000000000042,198,-0.06
1.4328000000000043,199,-0.022
1.4400000000000044,200,0.016
1.4472000000000045,201,0.051
1.4544000000000046,202,0.086
1.4616000000000047,203,0.12
1.4688000000000048,204,0.153
1.4760000000000049,205,0.185
1.483200000000005,206,0.217
1.490400000000005,207,0.247
1.4976000000000051,208,0.276
1.5048000000000052,209,0.305
1.5120000000000053,210,0.332
1.5192000000000054,211,0.359
1.5264000000000055,212,0.385
1.5336000000000056,213,0.41
1.5408000000000057,214,0.434
1.5480000000000058,215,0.458
1.555200000000006,216,0.481
1.562400000000006,217,0.503
1.569600000000006,218,0.525
1.5768000000000062,219,0.545
1.5840000000000063,220,0.565
1.5912000000000064,221,0.585
1.5984000000000065,222,0.604
1.6056000000000066,223,0.622
1.6128000000000067,224,0.64
1.6200000000000068,225,0.657
1.6272000000000069,226,0.673
1.634400000000007,227,0.689
1.641600000000007,228,0.704
1.6488000000000071,229,0.719
1.6560000000000072,230,0.733
1.6632000000000073,231,0.747
1.6704000000000074,232,0.761
1.6776000000000075,233,0.773
1.6848000000000076,234,0.786
1.6920000000000077,235,0.798
1.6992000000000078,236,0.809
1.706400000000008,237,0.82
1.713600000000008,238,0.831
1.720800000000008,239,0.841
1.7280000000000082,240,0.85
1.7352000000000083,241,0.86
1.7424000000000084,242,0.869
1.7496000000000085,243,0.877
1.7568000000000086,244,0.885
1.7640000000000087,245,0.893
1.7712000000000088,246,0.9
1.7784000000000089,247,0.907
1.785600000000009,248,0.914
1.792800000000009,249,0.921
1.8000000000000091,250,0.927
1.8072000000000092,251,0.932
1.8144000000000093,252,0.938
1.8216000000000094,253,0.943
1.8288000000000095,254,0.947
1.8360000000000096,255,0.952
1.8432000000000097,256,0.956
1.8504000000000098,257,0.96
1.85760000000001,258,0.963
1.86480000000001,259,0.967
1.87200000000001,260,0.97
1.8792000000000102,261,0.972
1.8864000000000103,262,0.975
1.8936000000000104,263,0.977
1.9008000000000105,264,0.979
1.9080000000000106,265,0.981
1.9152000000000107,266,0.982
1.9224000000000108,267,0.983
1.9296000000000109,268,0.984
1.936800000000011,269,0.985
1.944000000000011,270,0.985
1.9512000000000111,271,0.985
1.9584000000000112,272,0.985
1.9656000000000113,273,0.985
1.9728000000000114,274,0.984
1.9800000000000115,275,0.984
1.9872000000000116,276,0.983
1.9944000000000117,277,0.982
2.001600000000012,278,0.98
2.008800000000012,279,0.979
2.016000000000012,280,0.977
2.023200000000012,281,0.975
2.030400000000012,282,0.973
2.0376000000000123,283,0.97
2.0448000000000124,284,0.968
2.0520000000000125,285,0.965
2.0592000000000126,286,0.962
2.0664000000000127,287,0.959
2.0736000000000128,288,0.956
2.080800000000013,289,0.952
2.088000000000013,290,0.949
2.095200000000013,291,0.945
2.102400000000013,292,0.941
2.1096000000000132,293,0.937
2.1168000000000133,294,0.933
2.1240000000000134,295,0.928
2.1312000000000135,296,0.924
2.1384000000000136,297,0.919
2.1456000000000137,298,0.914
2.152800000000014,299,0.909
2.160000000000014,300,0.904
2.167200000000014,301,0.899
2.174400000000014,302,0.893
2.181600000000014,303,0.888
2.1888000000000143,304,0.882
2.1960000000000144,305,0.877
2.2032000000000145,306,0.871
2.2104000000000146,307,0.865
2.2176000000000147,308,0.859
2.2248000000000148,309,0.853
2.232000000000015,310,0.847
2.239200000000015,311,0.84
2.246400000000015,312,0.834
2.253600000000015,313,0.827
2.2608000000000152,314,0.821
2.2680000000000153,315,0.814
2.2752000000000154,316,0.807
2.2824000000000155,317,0.801
2.2896000000000156,318,0.794
2.2968000000000157,319,0.787
2.304000000000016,320,0.78
2.311200000000016,321,0.773
2.318400000000016,322,0.766
2.325600000000016,323,0.759
2.332800000000016,324,0.751
2.3400000000000163,325,0.744
2.3472000000000164,326,0.737
2.3544000000000165,327,0.73
2.3616000000000166,328,0.722
2.3688000000000167,329,0.715
2.3760000000000168,330,0.708
2.383200000000017,331,0.7
2.390400000000017,332,0.693
2.397600000000017,333,0.685
2.404800000000017,334,0.678
2.4120000000000172,335,0.671
2.4192000000000173,336,0.663
2.4264000000000174,337,0.656
2.4336000000000175,338,0.648
2.4408000000000176,339,0.641
2.4480000000000177,340,0.634
2.455200000000018,341,0.626
2.462400000000018,342,0.619
2.469600000000018,343,0.611
2.476800000000018,344,0.604
2.484000000000018,345,0.597
2.4912000000000183,346,0.589
2.4984000000000184,347,0.582
2.5056000000000185,348,0.575
2.5128000000000186,349,0.567
2.5200000000000187,350,0.56
2.5272000000000188,351,0.553
2.534400000000019,352,0.546
2.541600000000019,353,0.539
2.548800000000019,354,0.532
2.556000000000019,355,0.525
2.5632000000000192,356,0.517
2.5704000000000193,357,0.51
2.5776000000000194,358,0.503
2.5848000000000195,359,0.497
2.5920000000000196,360,0.49
