Time,Hall,RPM,EncoderAngularVelocity,BNO1GyroX,BNO1GyroY,BNO1GyroZ,BNO1AngleX,BNO1AngleY,BNO1AngleZ,BNO2GyroX,BNO2GyroY,BNO2GyroZ,BNO2AngleX,BNO2AngleY,BNO2AngleZ,MPUGyroX,MPUGyroY,MPUGyroZ,MPUAngleX,MPUAngleY,MPUAngleZ
13375,1,0,0,28.0625,0.75,0.3125,1.375,-1.375,19.8125,36.3125,-0.3125,-0.1875,1.0625,-2.25,-43.9375,1.45361912250519,-29.3902893066406,-0.0695269107818604,0.193504884839058,-7.51673650741577,-18.4821891784668
13396,1,0,0,29.9375,0.625,-0.0625,1.375,-1.375,19.1875,35.5625,-0.5625,0.3125,1.0625,-2.25,-44.25,0.67499315738678,-31.0696773529053,-0.451206296682358,0.309863030910492,-8.0279712677002,-18.4759559631348
13417,1,0,0,32.0625,0.6875,0.25,1.375,-1.375,18.5625,31.75,-0.375,-0.0625,1.125,-2.25,-45.25,1.75896263122559,-31.9857082366943,0.0831448435783386,0.259554415941238,-8.62164878845215,-18.4834690093994
13440,1,0,0,32.9375,0.9375,0.125,1.375,-1.375,17.9375,30.625,-0.5625,0.1875,1.125,-2.25,-45.875,1.23987865447998,-33.1460113525391,-0.359603255987167,0.304170459508896,-9.23928833007812,-18.4804649353027
13461,1,0,0,34,0.9375,0.5,1.375,-1.4375,17.25,27.4375,-0.125,0.0625,1.125,-2.25,-46.4375,1.34674882888794,-35.0696792602539,-0.00845819711685181,0.335310012102127,-9.83374691009521,-18.4843215942383
13482,1,0,0,35.8125,0.625,0.25,1.375,-1.4375,16.5625,25.8125,-0.375,0,1.125,-2.25,-46.9375,1.62155795097351,-36.6574630737305,-0.222198665142059,0.350032031536102,-10.4685716629028,-18.474925994873
13502,1,0,0,37.25,1.1875,0.625,1.375,-1.4375,15.8125,23.875,-0.0625,-0.0625,1.125,-2.25,-47.4375,1.49942064285278,-38.1536483764648,0.098412036895752,0.460812032222748,-11.1087694168091,-18.4828815460205
13524,1,0,0,38.875,0.8125,0.1875,1.4375,-1.5,15.0625,21.9375,-0.125,-0.1875,1.125,-2.1875,-48.0625,1.86583280563354,-38.9170074462891,0.190015077590942,0.353189736604691,-11.8395586013794,-18.4908390045166
13545,1,0,0,39.75,1,0.3125,1.4375,-1.5,14.25,19.9375,-0.25,0.0625,1.125,-2.1875,-48.3125,1.22461140155792,-40.6421966552734,-0.31380170583725,0.513128876686096,-12.5939283370972,-18.4942626953125
13568,1,0,0,41.8125,0.9375,0.3125,1.4375,-1.5,13.0625,16.9375,-0.3125,0,1.1875,-2.1875,-48.8125,1.43835186958313,-41.6651000976562,-0.252733021974564,0.48352187871933,-13.3828620910645,-18.5029678344727
13589,1,0,0,42.8125,1.125,0.375,1.4375,-1.5625,12.25,14.4375,-0.25,0.0625,1.1875,-2.1875,-49.125,1.49942064285278,-42.3979263305664,-0.23746582865715,0.56153929233551,-14.1836452484131,-18.5016117095947
13609,1,0,0,43.625,0.9375,0.3125,1.5,-1.5625,11.375,12.6875,0.0625,0.125,1.1875,-2.1875,-49.4375,1.57575643062592,-42.3826522827148,-0.420671939849854,0.617471516132355,-14.8601713180542,-18.5032844543457
13630,1,0,0,43.75,1,0.3125,1.5,-1.5625,10.5625,10.0625,-0.25,-0.1875,1.1875,-2.1875,-49.625,2.11010766029358,-43.2528839111328,0.281618118286133,0.557344317436218,-15.6075677871704,-18.5067443847656
13653,1,0,0,44.625,0.875,0.3125,1.5,-1.5625,9.6875,8.5,-0.125,-0.125,1.1875,-2.1875,-49.8125,1.88109993934631,-42.6574630737305,0.251083791255951,0.573224246501923,-16.4404487609863,-18.5074100494385
13674,1,0,0,44.25,1.125,0.6875,1.5,-1.625,8.8125,6.4375,-0.125,0.125,1.1875,-2.1875,-50,1.56048929691315,-44.5200576782227,-0.374870419502258,0.6084885597229,-17.2505187988281,-18.5127105712891
13696,1,0,0,45.3125,0.8125,0.3125,1.5,-1.625,7.9375,4.4375,-0.0625,0,1.1875,-2.1875,-50.125,2.12537479400635,-44.22998046875,0.541160106658936,0.588002622127533,-18.087911605835,-18.5085906982422
13717,1,0,0,45.625,1.125,0.5,1.5625,-1.6875,6.625,1.8125,0.125,-0.0625,1.1875,-2.1875,-50.1875,2.09484052658081,-46.6269302368164,0.357954025268555,0.656089425086975,-18.8799705505371,-18.5111656188965
13737,1,0,0,46.75,1.125,0.5625,1.5625,-1.6875,5.6875,0.375,0,0.0625,1.1875,-2.1875,-50.1875,2.3238480091095,-45.9246368408203,0.373221158981323,0.594175577163696,-19.6665954589844,-18.5079021453857
13775,1,0,0,47.9375,2,0.9375,1.5625,-1.75,4.3125,-3.0625,0.25,0.125,1.1875,-2.125,-50.125,1.85056567192078,-46.214714050293,0.296885311603546,0.678726077079773,-21.2956371307373,-18.4944667816162
13796,1,0,0,48.125,1.5,1,1.5625,-1.75,3.375,-4.125,0.3125,-0.0625,1.1875,-2.125,-50.0625,1.98797023296356,-45.9551773071289,-0.054259717464447,0.738808035850525,-22.0835475921631,-18.4949932098389
13818,1,0,0,47.375,0.8125,0.625,1.5625,-1.8125,2,-6.5,0.0625,0.0625,1.1875,-2.125,-49.9375,2.186443567276,-46.1078491210938,0.144213557243347,0.671829283237457,-22.8781452178955,-18.4894771575928
13838,1,0,0,47.4375,1.25,0.8125,1.5625,-1.8125,1.0625,-8.0625,0.375,0.1875,1.125,-2.125,-49.8125,1.7131609916687,-45.3292236328125,-0.054259717464447,0.826431155204773,-23.5707492828369,-18.4790668487549
13860,1,0,0,46.75,1.5625,0.8125,1.5625,-1.875,0.1875,-9.5,0.3125,-0.0625,1.125,-2.125,-49.625,1.45361912250519,-45.0086135864258,0.128946363925934,0.852833569049835,-24.3314304351807,-18.4815254211426
13880,1,0,0,46.4375,0.875,0.4375,1.5625,-1.875,-0.6875,-10.9375,0.1875,0.0625,1.125,-2.125,-49.4375,2.35438251495361,-44.7490692138672,0.327419638633728,0.807796001434326,-25.0708141326904,-18.4775562286377
13901,1,0,0,45.9375,1.25,0.875,1.5625,-1.875,-1.5625,-12.5,0.375,0.0625,1.125,-2.125,-49.1875,1.28568017482758,-45.6040267944336,-0.00845819711685181,0.891302764415741,-25.8079090118408,-18.4709701538086
13923,1,0,0,47.0625,1.0625,0.6875,1.5625,-1.9375,-2.4375,-14.25,0.1875,0,1.125,-2.125,-48.8125,2.40018391609192,-44.7185363769531,0.388488411903381,0.88229638338089,-26.6170406341553,-18.4663562774658
13945,1,0,0,46.125,1.375,0.75,1.5625,-1.9375,-3.375,-15.6875,0.25,0.0625,1.125,-2.125,-48.6875,1.54522216320038,-44.5658645629883,0.327419638633728,0.944072425365448,-27.3877906799316,-18.461784362793
13967,1,0,0,46.375,1.125,0.75,1.5625,-1.9375,-4.25,-18.125,0.3125,-0.0625,1.125,-2.125,-48.1875,2.33911514282227,-42.9170074462891,0.586961627006531,0.992344558238983,-28.1258563995361,-18.449275970459
13987,1,0,0,44.75,1.6875,1.125,1.5625,-2,-5.5625,-18.9375,0.375,0,1.125,-2.125,-47.8125,1.94216871261597,-42.7643356323242,0.49535858631134,1.0552145242691,-28.8183879852295,-18.4404678344727
14008,1,0,0,44.0625,1.4375,0.9375,1.5625,-2,-6,-20.625,0.3125,-0.0625,1.0625,-2.125,-47.4375,2.06430602073669,-41.7566986083984,0.617496013641357,1.05746114253998,-29.5172996520996,-18.4340476989746
14030,1,0,0,42.8125,1.4375,1.0625,1.5625,-2.0625,-7.25,-21.875,0.3125,0,1.0625,-2.125,-47,1.63682520389557,-41.3292236328125,0.235816597938538,1.10488820075989,-30.23073387146,-18.4282321929932
14050,1,0,0,42.6875,1.1875,0.9375,1.5625,-2.0625,-8.0625,-23.5625,0.3125,0,1.0625,-2.125,-46.5625,1.94216871261597,-39.8941040039062,0.49535858631134,1.11100280284882,-30.812479019165,-18.4205093383789
14072,1,0,0,41.4375,1.5,0.8125,1.5625,-2.125,-8.875,-24.9375,0.4375,0,1.0625,-2.125,-46.125,1.46888625621796,-39.8330383300781,-0.0389925837516785,1.16603744029999,-31.4666881561279,-18.4154491424561
14093,1,0,0,40.875,1.125,0.8125,1.5625,-2.125,-9.6875,-26.5,0.3125,-0.0625,1.0625,-2.125,-45.625,2.07957315444946,-38.7948684692383,0.556427240371704,1.11936902999878,-32.098747253418,-18.4053611755371
14114,1,0,0,40.5,1.1875,0.8125,1.5625,-2.125,-10.5,-29.0625,0.375,0.1875,1,-2.125,-44.8125,1.22461140155792,-37.5582275390625,0.281618118286133,1.25795483589172,-32.6993751525879,-18.3937339782715
14134,1,0,0,39,1.25,1.125,1.5625,-2.1875,-11.25,-29.875,0.5625,0.125,1,-2.125,-44.5,1.62155795097351,-36.1994476318359,0.449557065963745,1.23409688472748,-33.2168006896973,-18.3900947570801
14154,1,0,0,38.125,0.6875,0.75,1.5625,-2.1875,-12,-32.3125,0.4375,0.0625,1,-2.125,-43.9375,1.62155795097351,-34.3063201904297,0.235816597938538,1.24404644966125,-33.7631072998047,-18.3791732788086
14182,1,0,0,35.375,0.8125,0.8125,1.5625,-2.1875,-13,-33.75,0.4375,0.125,1,-2.125,-43,1.04140532016754,-33.130744934082,0.144213557243347,1.25201988220215,-34.6042137145996,-18.375280380249
14202,1,0,0,34.5,0.875,0.6875,1.5,-2.1875,-13.6875,-36.4375,0.4375,0,0.9375,-2.125,-42.3125,1.17880988121033,-31.3597545623779,0.251083791255951,1.2849657535553,-35.0620574951172,-18.365083694458
14224,1,0,0,32.75,0.9375,0.8125,1.5,-2.25,-14.375,-37.9375,0.4375,-0.0625,0.9375,-2.125,-41.625,1.68262672424316,-29.6956329345703,0.586961627006531,1.2702853679657,-35.504940032959,-18.3606910705566
14244,1,0,0,31.3125,0.8125,0.75,1.5,-2.25,-14.9375,-40.4375,0.4375,0.0625,0.9375,-2.125,-40.875,0.96506941318512,-27.0086097717285,-0.0695269107818604,1.31268358230591,-35.8529319763184,-18.3455696105957
14264,1,0,0,28.8125,0.8125,1,1.5,-2.25,-15.5,-41.5625,0.4375,0.0625,0.9375,-2.125,-40.0625,0.430718421936035,-25.4971599578857,0.0831448435783386,1.37805140018463,-36.2141532897949,-18.3411502838135
14284,1,0,0,27,0.625,0.75,1.5,-2.25,-16.0625,-43.4375,0.625,0.125,0.875,-2.125,-39.25,1.04140532016754,-22.8406715393066,0.266350984573364,1.3517746925354,-36.5071601867676,-18.3368854522705
14305,1,0,0,24.5,0.4375,0.5625,1.5,-2.25,-16.5,-45.375,0.625,0,0.875,-2.125,-38.375,0.415451049804688,-20.5047931671143,-0.252733021974564,1.37525629997253,-36.7833480834961,-18.3378887176514
14327,1,0,0,22.375,-0.125,0.125,1.5,-2.25,-16.9375,-48.0625,0.5625,-0.0625,0.8125,-2.125,-37,1.01087093353271,-17.6650981903076,0.663297533988953,1.37055540084839,-36.9230461120605,-18.3252849578857
14348,1,0,0,19.5,0.5625,0.8125,1.5,-2.25,-17.3125,-48.625,0.5625,0.1875,0.8125,-2.125,-36.0625,0.079573392868042,-15.176549911499,0.266350984573364,1.45344889163971,-37.1692848205566,-18.3183708190918
14370,1,0,0,17,0.25,0.5625,1.5,-2.25,-17.6875,-51.0625,0.5,0.1875,0.8125,-2.125,-35.125,0.38491678237915,-12.275785446167,0.327419638633728,1.37214398384094,-37.2531585693359,-18.3137397766113
14390,1,0,0,14.5,-0.1875,0.3125,1.5,-2.25,-17.9375,-53.125,0.625,0.125,0.75,-2.125,-34.0625,0.29331374168396,-9.75670146942139,0.312152504920959,1.43849229812622,-37.3813972473145,-18.3047027587891
14410,1,0,0,11.75,0.625,0.5,1.5,-2.25,-18.1875,-54.75,0.5625,0.125,0.75,-2.125,-33,0.644458770751953,-6.2605185508728,0.617496013641357,1.3572084903717,-37.4118041992188,-18.2967281341553
14431,1,0,0,8.875,0,0.3125,1.5,-2.25,-18.375,-56.8125,0.5625,0.125,0.75,-2.125,-31.9375,0.0337717533111572,-3.93990755081177,-0.054259717464447,1.43382894992828,-37.4890022277832,-18.2875690460205
14453,1,0,0,4.4375,0.5,0.5625,1.5,-2.25,-18.5625,-58.4375,0.5,0.0625,0.6875,-2.125,-30.8125,0.216977834701538,0.0600922107696533,0.586961627006531,1.32765829563141,-37.3623580932617,-18.2815437316895
14475,1,0,0,-0.4375,0.1875,0.5,1.5,-2.25,-18.5625,-61.625,0.625,-0.0625,0.6875,-2.125,-29.0625,-0.439510583877563,3.66314554214478,0.190015077590942,1.4307713508606,-37.2932815551758,-18.2746562957764
14495,1,0,0,-3.6875,-0.25,0.25,1.5,-2.25,-18.5,-62.4375,0.8125,0.125,0.625,-2.125,-28.4375,0.140641927719116,6.56390905380249,0.190015077590942,1.30009377002716,-37.0079345703125,-18.2718486785889
14515,1,0,0,-6.8125,0.25,0.5625,1.5,-2.25,-18.375,-64.75,0.5625,0.0625,0.625,-2.1875,-27.1875,-0.546380996704102,9.80055046081543,0.174747884273529,1.38557267189026,-36.7948951721191,-18.2667274475098
14535,1,0,0,-10.125,-0.25,0.25,1.5,-2.25,-18.1875,-64.8125,0.8125,0.125,0.5625,-2.1875,-25.3125,-1.05019760131836,13.464672088623,0.205282270908356,1.39386522769928,-36.5833969116211,-18.2634773254395
14556,1,0,0,-13.75,-0.625,0.1875,1.5,-2.25,-17.9375,-67.0625,0.4375,0.125,0.5625,-2.1875,-24.625,-0.0120298862457275,16.5181083679199,0.205282270908356,1.40287518501282,-36.2086715698242,-18.2430152893066
14583,1,0,0,-17.0625,0,0.3125,1.5,-2.25,-17.4375,-69.0625,0.8125,0.125,0.5,-2.1875,-22.625,-0.958594560623169,21.4799404144287,0.174747884273529,1.35131168365479,-35.6015625,-18.2382965087891
14605,1,0,0,-22.3125,-0.5625,0.125,1.5,-2.25,-17,-71.5,0.6875,-0.0625,0.5,-2.1875,-21.25,-0.821190118789673,24.5944442749023,0.0678776502609253,1.36082398891449,-35.0777168273926,-18.228401184082
14627,1,0,0,-25.375,-0.4375,0.25,1.5,-2.25,-16.5625,-71.9375,0.8125,0.1875,0.4375,-2.25,-19.1875,-0.744854211807251,29.2356643676758,0.15948075056076,1.36450266838074,-34.5816993713379,-18.2216873168945
14648,1,0,0,-29.5625,-0.75,0,1.5,-2.1875,-16,-74.4375,0.8125,0,0.4375,-2.25,-17.75,-0.668518304824829,31.4952068328857,-0.329068899154663,1.35911250114441,-33.970703125,-18.2106971740723
14669,1,0,0,-32.375,-0.3125,0.125,1.4375,-2.1875,-15.375,-74.1875,0.6875,-0.0625,0.375,-2.25,-16.3125,-1.03493046760559,36.1211624145508,0.0373433232307434,1.361741065979,-33.3796730041504,-18.2018985748291
14690,1,0,0,-36.375,-0.625,0.1875,1.4375,-2.1875,-14.6875,-76.375,0.5625,-0.125,0.375,-2.25,-14.875,-1.21813654899597,38.0448226928711,0.449557065963745,1.34773778915405,-32.6287956237793,-18.1845207214355
14710,1,0,0,-38.875,-0.5625,0.25,1.4375,-2.1875,-13.9375,-75.4375,0.6875,-0.0625,0.3125,-2.3125,-13.375,-0.592182397842407,42.6097106933594,1.01444256305695,1.2271945476532,-32.0497245788574,-18.1771392822266
14731,1,0,0,-42.5,-0.5625,0.0625,1.4375,-2.1875,-13.125,-76.6875,0.625,0,0.3125,-2.3125,-11.9375,-0.653251171112061,44.6402435302734,0.434289932250977,1.18587064743042,-31.0919551849365,-18.171028137207
14751,1,0,0,-45.8125,-0.75,0.125,1.375,-2.1875,-12.25,-77.0625,0.6875,-0.125,0.25,-2.3125,-10.4375,-1.95096111297607,48.4417724609375,-0.206931471824646,1.14136517047882,-30.3348846435547,-18.1772594451904
14771,1,0,0,-48.5625,-1.0625,-0.5,1.375,-2.1875,-11.375,-76.8125,0.625,0,0.25,-2.3125,-8.9375,-1.32500696182251,50.869255065918,0.235816597938538,1.06804168224335,-29.3826141357422,-18.1775283813477
14791,1,0,0,-51.75,-0.9375,-0.375,1.375,-2.125,-10.375,-77.0625,0.8125,-0.125,0.1875,-2.3125,-7.4375,-1.26393818855286,54.1211624145508,-0.100061237812042,1.04359662532806,-28.4986476898193,-18.176139831543
14812,1,0,0,-54.625,-1.125,-0.25,1.375,-2.125,-9.3125,-75.9375,0.625,0.125,0.1875,-2.3125,-6,-1.8593578338623,57.5257415771484,-0.222198665142059,1.08141183853149,-27.2286319732666,-18.1578826904297
14833,1,0,0,-58.6875,-0.6875,0.125,1.3125,-2.125,-8.1875,-77.25,0.875,-0.125,0.125,-2.375,-4.5,-2.40897655487061,59.6173477172852,-0.390137583017349,1.06665873527527,-26.1099548339844,-18.1571769714355
14853,1,0,0,-60.1875,-1.4375,-0.3125,1.3125,-2.0625,-7.0625,-74.3125,0.375,0.0625,0.125,-2.375,-3,-2.24103736877441,61.4036026000977,0.235816597938538,1.01737856864929,-24.7900829315186,-18.1563529968262
14875,0,0,0,-63.125,-1.25,-0.5,1.3125,-2.0625,-5.1875,-73.75,0.875,-0.3125,0.0625,-2.375,-0.875,-2.60744953155518,62.22802734375,0.174747884273529,0.929020285606384,-23.4889049530029,-18.1520709991455
14896,0,0,0,-63.5625,-1.3125,-0.5625,1.25,-2,-4,-69.75,0.5,0.1875,0.0625,-2.375,-0.25,-2.45477771759033,65.0524597167969,-0.268000185489655,0.963237226009369,-22.0630149841309,-18.1459999084473
14916,0,0,0,-66.125,-0.875,-0.0625,1.25,-2,-2.6875,-68,0.6875,-0.0625,0,-2.4375,1.6875,-2.60744953155518,64.8234481811523,-0.680213928222656,0.927598237991333,-20.7079372406006,-18.1454582214355
14937,0,0,0,-66.75,-1.625,-0.5,1.25,-2,-1.375,-64.25,0.3125,-0.0625,0,-2.4375,2.875,-1.75248765945435,66.4570388793945,-0.100061237812042,0.828539192676544,-19.3440933227539,-18.1459693908691
14979,1,0,0,-67.0625,-1.625,-0.6875,1.1875,-1.9375,1.1875,-52.875,0.1875,0,359.9375,-2.4375,5.125,-1.70668649673462,66.2127685546875,0.0373433232307434,0.803787708282471,-16.2732334136963,-18.1505680084229
15000,1,0,0,-68.0625,-0.9375,-0.875,1.1875,-1.875,2.5,-49.5,0.6875,-0.3125,359.9375,-2.4375,6.0625,-2.95859479904175,63.5868072509766,-0.985557436943054,0.929538369178772,-14.4946632385254,-18.1546821594238
15020,1,0,0,-66.125,-1.875,-0.75,1.1875,-1.875,3.75,-42.6875,0,-0.0625,359.875,-2.4375,6.9375,-1.58454895019531,63.128791809082,-0.191664308309555,0.728701889514923,-13.1434688568115,-18.1585006713867
15041,1,0,0,-65.3125,-1,-0.9375,1.1875,-1.8125,5.0625,-37.9375,0.6875,-0.125,359.875,-2.4375,7.6875,-2.53111362457275,59.3730697631836,-0.619145214557648,0.812305569648743,-11.4560985565186,-18.1569080352783
15061,1,0,0,-62.0625,-1.1875,-0.375,1.1875,-1.8125,6.25,-30.5625,0.0625,0.0625,359.875,-2.4375,8.3125,-1.98149538040161,58.6860427856445,-0.466473460197449,0.714410364627838,-10.2534055709839,-18.1651172637939
15081,1,0,0,-60.75,-1.1875,-1,1.1875,-1.8125,7.4375,-25.6875,0.25,-0.1875,359.875,-2.4375,8.9375,-2.17996883392334,55.1593322753906,-0.619145214557648,0.661565601825714,-8.94286823272705,-18.1669406890869
15103,1,0,0,-58.0625,-1.125,-0.5,1.1875,-1.75,8.5625,-19.125,0.0625,-0.0625,359.8125,-2.5,9.5,-1.81355667114258,53.9074172973633,-0.374870419502258,0.604317486286163,-7.80204820632935,-18.1707592010498
15124,1,0,0,-56.125,-0.9375,-0.6875,1.125,-1.75,9.6875,-14,0.125,-0.125,359.8125,-2.5,10.0625,-2.16470146179199,50.7471160888672,-0.619145214557648,0.551774024963379,-6.61308670043945,-18.1815719604492
15147,1,0,0,-53.9375,-1.5,-0.9375,1.125,-1.6875,11.25,-8.25,-0.0625,0,359.8125,-2.5,10.25,-1.69141912460327,49.8768844604492,-0.481740653514862,0.52123236656189,-5.45570516586304,-18.1862163543701
15167,1,0,0,-52.3125,-0.875,-0.9375,1.125,-1.6875,12.25,-3.25,0.25,0,359.8125,-2.5625,10.375,-2.27157163619995,45.9684906005859,-1.19929790496826,0.530307710170746,-4.64407348632812,-18.2047538757324
15190,1,0,0,-48.0625,-1.5625,-1.5,1.1875,-1.625,13.1875,3.6875,0.1875,-0.5,359.8125,-2.5625,10.4375,-2.33264064788818,42.9608535766602,-0.680213928222656,0.535997092723846,-3.58657956123352,-18.2126274108887
15211,1,0,0,-45.3125,-1.9375,-0.75,1.1875,-1.625,14.125,9.75,-0.75,-0.3125,359.8125,-2.5625,10.375,-1.40134286880493,40.3959732055664,-0.283267349004745,0.317782700061798,-2.84655499458313,-18.2290287017822
15231,1,0,0,-42.375,-0.875,-1.25,1.1875,-1.5625,15.1875,12.75,-0.0625,-0.375,359.8125,-2.5625,10.1875,-1.69141912460327,39.1440582275391,-0.161129951477051,0.325698882341385,-2.23658084869385,-18.2282886505127
15252,1,0,0,-41.0625,-0.875,-0.4375,1.1875,-1.5,16.0625,18,-0.4375,0.0625,359.875,-2.5625,9.875,-1.73722076416016,36.7318496704102,-0.527542173862457,0.379364013671875,-1.61879646778107,-18.2381153106689
15274,1,0,0,-38.6875,-1.0625,-1,1.1875,-1.5,16.8125,21.1875,0.0625,-0.0625,359.875,-2.625,9.3125,-1.2028694152832,34.6097106933594,-0.115328431129456,0.239446759223938,-1.1159143447876,-18.2449951171875
15296,1,0,0,-37.0625,-1.3125,-0.6875,1.1875,-1.4375,17.6875,25.75,-0.3125,0.125,359.875,-2.625,8.8125,-1.12653350830078,32.533374786377,-0.268000185489655,0.298810213804245,-0.541309595108032,-18.2447261810303
15318,1,0,0,-34.5625,-0.5625,-0.4375,1.1875,-1.4375,18.5,28.5,-0.375,-0.1875,359.875,-2.625,8.25,-1.55401468276978,30.3043670654297,-0.69548112154007,0.285285651683807,-0.0921366140246391,-18.2534236907959
15340,1,0,0,-32.375,-1,-0.75,1.1875,-1.4375,19.4375,34.375,-0.5,0.25,359.875,-2.625,7.625,-0.668518304824829,28.6860466003418,0.113679230213165,0.247469946742058,0.220670863986015,-18.2556095123291
15380,1,0,0,-28.5,-1.125,-0.8125,1.1875,-1.4375,20.75,39.625,-0.625,0.25,359.9375,-2.625,6.1875,-0.515846490859985,24.6555118560791,0.357954025268555,0.319813430309296,0.921867728233337,-18.2502765655518
15403,1,0,0,-26.3125,-0.125,-0.375,1.1875,-1.4375,21.375,40.0625,-0.125,-0.0625,359.9375,-2.625,5.375,-0.805922985076904,23.5257415771484,-0.176397144794464,0.329842567443848,1.06482994556427,-18.2538795471191
15424,1,0,0,-25.0625,-0.625,-0.6875,1.1875,-1.375,21.875,44.125,-0.75,0.0625,0,-2.5625,4.125,-0.958594560623169,22.014289855957,-0.054259717464447,0.318290293216705,1.12516641616821,-18.2496318817139
15444,1,0,0,-23.25,-0.1875,-0.3125,1.1875,-1.375,22.3125,44.5,-0.4375,-0.0625,0,-2.5625,3.6875,-1.03493046760559,21.2509326934814,-0.359603255987167,0.294786542654037,1.22649157047272,-18.2556018829346
15465,1,0,0,-21.9375,-0.5,-0.5625,1.1875,-1.375,22.8125,47.1875,-0.5,-0.125,0,-2.5625,2.8125,-0.302106142044067,19.5410079956055,-0.206931471824646,0.233184888958931,1.25548505783081,-18.2585029602051
15485,1,0,0,-20.3125,-0.375,-0.375,1.1875,-1.375,23.1875,48.8125,-0.5,-0.0625,0.0625,-2.5625,1.375,-0.668518304824829,18.7013130187988,-0.00845819711685181,0.258830726146698,1.55950319766998,-18.2603149414062
15505,1,0,0,-19.25,-0.4375,-0.3125,1.1875,-1.375,23.625,50.375,-0.5,-0.0625,0.0625,-2.5625,0.9375,-1.03493046760559,17.5104732513428,-0.390137583017349,0.242276549339294,1.50821578502655,-18.268009185791
15526,1,0,0,-18.25,-0.375,-0.75,1.1875,-1.375,24,52.375,-0.5625,0,0.0625,-2.5625,-0.5625,-0.546380996704102,16.5791759490967,-0.222198665142059,0.19643922150135,1.6900589466095,-18.2732181549072
15547,1,0,0,-17,-0.5,-0.5,1.1875,-1.375,24.3125,54.625,-0.3125,0,0.125,-2.5625,-1.5625,-0.989129066467285,14.7165803909302,-0.802351355552673,0.191177263855934,1.58014857769012,-18.2816867828369
15568,1,0,0,-15.0625,-0.5625,-0.5625,1.1875,-1.375,24.625,54.625,-0.5625,-0.0625,0.125,-2.5625,-2.625,-0.56164813041687,14.0295581817627,-0.542809367179871,0.130267173051834,1.73614001274109,-18.291353225708
15588,1,0,0,-14.4375,-0.5,-0.625,1.1875,-1.375,24.9375,55.875,-0.5625,-0.125,0.1875,-2.5625,-3.75,0.537588596343994,13.3425350189209,-0.924488723278046,-0.166622757911682,1.59504961967468,-18.2938117980957
15608,1,0,0,-13.4375,-0.9375,-0.3125,1.1875,-1.375,25.1875,57.1875,-0.1875,0.1875,0.1875,-2.5625,-4.8125,-1.49294567108154,12.2127637863159,-0.664946734905243,-0.101252317428589,1.54605066776276,-18.3030281066895
15628,1,0,0,-11.9375,-0.625,-0.625,1.1875,-1.375,25.4375,58.25,-0.8125,-0.0625,0.1875,-2.5625,-5.9375,0.522321462631226,10.9608554840088,0.693831920623779,-0.461424469947815,1.44423389434814,-18.3134784698486
15648,1,0,0,-11.1875,-0.25,-0.125,1.1875,-1.3125,25.6875,60.125,-0.5,-0.0625,0.25,-2.5625,-7.125,0.079573392868042,9.90742015838623,0.922839522361755,-0.309785395860672,1.28531444072723,-18.3175945281982
15670,1,0,0,-10,0.25,-0.125,1.1875,-1.3125,25.875,59.875,-0.6875,0.125,0.25,-2.5625,-8.25,-0.714319944381714,9.05245876312256,-0.527542173862457,-0.341199934482574,1.22115933895111,-18.345832824707
15691,1,0,0,-9.125,-1.25,-1.4375,1.1875,-1.3125,26.125,61.8125,-0.75,0.125,0.3125,-2.5,-9.4375,-0.0883655548095703,7.0829930305481,0.235816597938538,-0.443793386220932,0.973279535770416,-18.3486976623535
15711,1,0,0,-8.125,0.1875,-0.1875,1.1875,-1.3125,26.1875,61.375,-0.5,-0.1875,0.3125,-2.5,-10.625,-0.76012134552002,6.54864168167114,-0.817618489265442,-0.311498761177063,0.914565205574036,-18.3642635345459
15733,1,0,0,-6.5,-0.5625,-0.75,1.1875,-1.3125,26.3125,62.6875,-0.4375,0.125,0.375,-2.5,-11.875,-0.225770235061646,5.52574110031128,-0.542809367179871,-0.34144401550293,0.688619613647461,-18.3720664978027
15755,1,0,0,-5.5625,0.1875,-0.4375,1.1875,-1.3125,26.4375,61.375,-0.75,-0.1875,0.375,-2.5,-13.0625,-0.0578312873840332,4.39597034454346,-0.283267349004745,-0.337209939956665,0.596611201763153,-18.3880004882812
15785,1,0,0,-4.0625,-0.375,-0.5625,1.1875,-1.3125,26.4375,62.6875,-0.6875,0.1875,0.4375,-2.5,-14.875,0.155909061431885,3.03719139099121,-0.542809367179871,-0.262719124555588,0.603991150856018,-18.4047737121582
15805,1,0,0,-3.0625,-0.1875,-0.625,1.25,-1.3125,26.5,61.125,-0.625,-0.25,0.4375,-2.5,-16.0625,-0.118900060653687,2.10589361190796,-0.649679601192474,-0.28939962387085,0.372198343276978,-18.421178817749
15828,1,0,0,-2.125,-0.3125,-0.875,1.25,-1.3125,26.5,61.625,-0.5,0,0.5,-2.5,-17.875,-0.0578312873840332,1.11352729797363,0.0220761299133301,-0.275846093893051,0.215218231081963,-18.4234638214111
15848,1,0,0,-1.125,0.125,-0.0625,1.25,-1.3125,26.5,61.3125,-0.75,0.1875,0.5,-2.5,-19.0625,0.20171070098877,-0.107846736907959,0.0678776502609253,-0.298426449298859,0.126732692122459,-18.4311580657959
